name,stop,synonymous,nonsynonymous
lib1-C10-300,6.193341874223837e-06,0.00038373914245756145,0.001132957471097518
lib1-C8-1800,6.6135762474255e-06,0.00037575302606920836,0.0011534730642929875
lib1-MZ4-4800,5.71335956703998e-06,0.0003849682081127135,0.0007978196513981418
lib1-SIgN-20000,6.364391990539968e-06,0.00039628347753958615,0.001181226655640691
lib1-ZV67-40000,6.109226734808086e-06,0.00038934405275876217,0.0007613136379951268
lib1-no-antibody,5.772062157968746e-06,0.00037777254236973795,0.0010975744793131326
lib2-C10-300,6.784391422125198e-06,0.000411010424248108,0.001020368692912586
lib2-C8-1800,8.045047846885884e-06,0.0004215413776046613,0.001150728785687067
lib2-MZ4-4800,5.156065646164677e-06,0.000447442013937436,0.0010326781787227046
lib2-SIgN-10000,5.6715222765145875e-06,0.0004165045146380032,0.000931460839050375
lib2-SIgN-20000,5.185573174366896e-06,0.00042241169022014924,0.0009222669404705976
lib2-ZV67-40000,6.743379230880145e-06,0.0003790530848718084,0.0009123106706737698
lib2-no-antibody,4.4526926411322045e-06,0.0004036175688797149,0.0010972866689503685
lib3-C10-300,4.1861472016802e-06,0.0004128338502228426,0.0008344386755349198
lib3-C8-1800,5.405210451583446e-06,0.00036450912172086673,0.00099237950972267
lib3-MZ4-4800,4.726230582687812e-06,0.0002933807634203459,0.0007558128869952065
lib3-SIgN-10000,5.62717878420783e-06,0.00038878213171512915,0.0009687135849882249
lib3-SIgN-20000,5.864344164519975e-06,0.0003956301666977369,0.0010256108896447512
lib3-ZV67-40000,6.843947985067641e-06,0.0003834362089310407,0.001195674630553062
lib3-no-antibody,5.782849832371146e-06,0.00039200894887979825,0.001136721539184997
lib3-v2-SIgN-10000,4.844919302395679e-06,0.00038994505314177103,0.0010145950254598483
lib3-v2-SIgN-20000,5.087274134763324e-06,0.00039856594640997597,0.0010307822290686745
lib3-v2-no-antibody,5.782849832371146e-06,0.00039200894887979825,0.001136721539184997
