name,stop,synonymous,nonsynonymous
GooCK-Lib1Goo-virus,5.247284018590231e-06,0.0003805240782505709,0.0010816924052346906
GooJBS-Lib1Goo-plasmid,0.0008187043268150361,0.0003991197021650129,0.004163067456614465
GooJBS-Lib1Goo-virus,1.1008281372815606e-05,0.0003614862266384969,0.001157871049849787
JV2019-Lib1-plasmid,0.0004354589549591525,0.0004624091834419665,0.003731141496929844
JV2019-Lib2-plasmid,0.0004770514890955635,0.0004279438874150364,0.0035961891195814117
JV2019-Lib3-plasmid,0.0005008372520373284,0.0004440256086764924,0.0034940340506658296
JV2019-wildtype-plasmid,1.1934492443020419e-05,6.321875885613878e-05,0.00015117854275595037
JV2019-Lib1-virus,7.0755938405691114e-06,0.0008633011287033378,0.0012633391312176746
JV2019-Lib2-virus,6.9134872452805764e-06,0.0006244141056896626,0.0012360343508955305
JV2019-Lib3-virus,6.610775182461894e-06,0.0006902252675895182,0.0011800842378953875
JV2019-wildtype-virus,6.592978471998384e-06,0.0001221242541063154,0.0002331198925723961
